"name","edition","proddate","idno","cntry","c2weight","w6itq1","w6itq2","w6itq3","w6itq4","w6itq5","w6itq6","w6itq7","w6itq8","w6itq9","w6itq10","w6itq11","w6itq12","w6itq13","w6itq14","w6itq15","w6itq16","w6itq17","w6itq18","w6itq19","w6itq20","w6itq21","w6itq22","w6itq23","w6itq24","w6itq25","w6itq26","w6itq27","w6itq28","w6itq29","w6itq30","w6itq31","w6itq32","w6itq33","w6itq34","w6itq35","w6itq36","w6itq37","w6itq38","w6itq39","w6itq40","w6itq41","w6itq42","w6itq43","w6itq44","w6itq45","w6itq46","w6itq47","w6itq48","w6itq49","w6itq50","w6itq51","w6itq52","w6itq53_1","w6itq53_2","w6itq53_3","w6itq53_4","w6itq53_5","w6itq53_6","w6itq54","w6itq55","survlng","inwds","inwde","intdur","lastansw","surveycomp","fdwrkinc","uagent","device","gndr","agea","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","mode","region"
"CRON2W6_IT_e01","1.0","11.07.2023",13592,"IT",0.4272574,2,4,8,8,1,4,4,4,4,4,4,1,1,1,3,5,4,4,3,4,5,4,1,3,3,3,2,1,3,1,3,3,1,1,1,1,1,0,5,1,5,5,7,5,7,8,9,7,4,10,10,3,5,1,5,3,5,5,2,1,"ITA",2023-03-09 20:42:38,2023-03-09 22:22:19,5981,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0",2,1,30,20,7,3,3,1,88,2,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",13607,"IT",0.3473763,8,4,8,8,2,3,2,4,4,4,4,2,1,1,2,1,2,2,2,3,4,4,2,2,2,3,2,2,3,3,3,4,2,2,3,2,2,9,7,6,4,4,8,7,8,8,9,8,7,7,7,2,1,1,3,2,2,4,3,1,"ITA",2023-03-01 16:02:22,2023-03-04 09:16:06,234824,"w6itq55",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,42,19,7,5,1,1,8,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",13711,"IT",0.49667522,8,1,8,8,4,4,4,4,4,4,4,2,1,1,3,1,2,2,2,3,4,3,2,3,3,3,3,3,1,1,4,4,3,3,3,4,3,8,5,3,5,4,8,5,7,7,7,8,8,7,7,3,3,3,3,3,3,3,2,2,"ITA",2023-02-22 12:52:26,2023-02-22 17:30:03,16657,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 11; SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,1,63,13,4,4,6,1,77,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",13777,"IT",0.85103923,6,1,8,8,4,7,1,4,6,3,3,2,2,2,3,5,3,3,3,3,2,2,2,2,2,2,2,1,1,1,3,3,4,3,2,3,3,2,2,2,5,3,5,5,6,6,9,9,9,6,9,3,2,2,4,3,2,5,2,1,"ITA",2023-03-01 05:39:18,2023-03-01 05:51:27,729,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57",2,2,61,10,4,4,8,1,88,2,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",13918,"IT",2.4584987,4,8,5,5,1,4,4,7,7,7,4,3,1,1,3,1,2,3,2,2,4,2,2,2,2,2,2,2,1,2,99,99,99,99,99,99,99,99,99,9,9,9,99,99,99,99,99,99,99,99,99,9,9,9,9,9,9,9,9,9,"ITA",2023-03-01 16:02:02,2023-03-01 16:05:52,230,"w6itq30",40,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",1,2,76,8,2,1,9,2,1,1,"ITG"
"CRON2W6_IT_e01","1.0","11.07.2023",14002,"IT",0.6269975,1,8,99,99,4,4,4,4,4,4,4,1,1,1,3,3,4,4,2,2,4,2,2,4,3,2,1,9,1,9,4,4,2,3,2,3,3,9,7,6,4,5,2,5,8,7,9,10,10,10,10,3,1,1,5,3,2,5,2,2,"ITA",2023-02-23 07:18:52,2023-02-23 07:34:54,962,"w6itq55",92,1,"Mozilla/5.0 (Linux; Android 11; SM-T515) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",3,1,50,13,5,5,1,1,77,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",14051,"IT",1.9430627,1,3,8,8,2,2,4,5,4,4,3,3,2,2,3,5,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,3,5,4,5,5,5,5,7,2,2,5,5,3,9,9,9,9,9,9,9,9,"ITA",2023-02-22 13:37:21,2023-02-22 13:43:20,359,"w6itq52",84,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",2,1,19,12,2,5,4,1,77,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",14065,"IT",0.69452983,3,4,3,3,7,2,4,1,1,1,4,1,1,1,2,1,1,1,1,4,5,5,1,4,4,4,4,1,1,1,5,5,5,5,5,5,5,7,0,1,5,2,10,10,6,3,5,10,10,10,10,3,3,2,5,5,5,5,3,1,"ITA",2023-03-08 15:09:41,2023-03-08 15:22:40,779,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.63",2,1,70,15,4,5,6,3,77,1,"ITG"
"CRON2W6_IT_e01","1.0","11.07.2023",14075,"IT",1.3220694,1,3,3,3,2,4,4,4,3,5,3,3,2,3,2,5,3,3,9,5,99,99,99,3,3,2,3,2,3,2,2,4,2,3,1,2,1,8,4,5,4,3,8,7,6,6,8,6,9,6,7,3,2,9,3,5,4,3,3,2,"ITA",2023-02-22 17:40:48,2023-02-22 17:42:25,97,"w6itq55",96,1,"Mozilla/5.0 (Linux; Android 12; 2201116SG) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,2,25,17,4,2,2,2,5,2,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",14090,"IT",0.9123987,8,4,5,5,1,4,3,6,7,99,4,2,1,1,3,2,3,3,2,1,5,2,4,3,3,3,4,1,3,1,3,3,2,2,3,1,1,0,3,1,4,4,8,7,5,7,7,10,10,10,10,2,3,1,5,3,3,5,1,1,"ITA",2023-03-01 16:02:04,2023-03-01 17:54:28,6744,"w6itq55",98,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,51,20,4,5,1,3,3,1,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",14191,"IT",2.7864227,6,5,7,7,3,5,3,7,7,7,4,1,2,1,3,5,2,2,2,1,5,3,2,4,3,3,2,3,1,1,4,3,2,3,2,2,2,9,7,2,5,3,7,6,6,6,6,8,8,8,10,3,3,9,9,9,9,9,3,2,"ITA",2023-03-01 16:00:40,2023-03-01 16:17:52,1032,"w6itq55",90,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,51,8,2,5,5,2,5,2,"ITG"
"CRON2W6_IT_e01","1.0","11.07.2023",14233,"IT",0.42055166,2,1,8,8,1,99,99,99,99,99,4,2,1,1,4,1,4,4,2,4,3,1,2,2,2,2,3,1,1,1,4,2,2,2,4,2,1,9,6,4,4,2,6,5,4,7,8,10,10,8,10,3,5,1,5,3,3,5,3,2,"ITA",2023-03-08 11:48:31,2023-03-08 12:00:04,693,"w6itq55",90,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",1,1,31,20,6,5,1,2,77,2,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",14348,"IT",0.59118336,2,8,8,8,2,7,4,4,1,4,4,3,1,1,3,3,2,2,2,2,4,3,2,2,3,3,3,2,1,1,4,4,2,1,2,1,2,10,6,5,5,5,10,9,6,6,9,10,10,10,8,2,1,1,5,2,1,5,2,2,"ITA",2023-03-01 13:44:43,2023-03-01 13:58:45,842,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.57",2,1,61,13,3,3,1,2,5,2,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",14524,"IT",0.3644838,1,5,8,8,1,4,4,4,4,4,4,1,1,1,2,1,2,2,2,4,4,4,2,2,2,2,2,3,1,3,3,3,2,2,4,2,2,7,4,2,5,4,5,3,9,8,9,10,10,10,10,2,3,2,4,3,4,4,2,1,"ITA",2023-03-02 20:31:26,2023-03-02 20:43:01,695,"w6itq55",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",1,1,35,18,7,5,1,1,77,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",14552,"IT",0.47614616,2,1,8,8,1,4,4,3,4,2,3,2,1,1,4,5,5,5,2,2,4,2,4,3,2,3,3,1,1,1,5,3,4,3,3,4,5,5,0,6,5,5,10,0,8,0,1,10,10,10,10,3,5,4,5,4,5,5,1,1,"ITA",2023-02-22 14:28:51,2023-03-10 19:11:12,1399341,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 11; M2010J19SY) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.58 Mobile Safari/537.36",1,1,63,11,3,4,6,2,6,1,"ITG"
"CRON2W6_IT_e01","1.0","11.07.2023",14599,"IT",0.2774535,5,6,5,6,4,3,3,4,4,4,3,3,2,2,2,5,3,4,3,2,4,2,3,2,2,3,3,1,3,1,4,3,3,3,2,2,2,7,5,4,4,2,6,6,7,7,8,7,3,5,4,2,1,2,4,3,3,5,2,1,"ITA",2023-02-22 16:12:43,2023-02-22 16:25:18,755,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A505FN/A505FNXXS9CWA1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",1,2,64,13,4,4,1,1,77,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",14748,"IT",0.24182142,6,1,3,3,6,1,1,6,6,6,2,3,3,3,3,5,2,2,2,1,1,1,5,1,1,4,4,1,3,9,4,4,3,3,3,4,4,2,0,3,4,4,0,0,7,6,7,10,10,8,10,3,5,5,5,3,3,4,2,1,"ITA",2023-02-22 13:55:19,2023-02-22 14:09:02,823,"w6itq55",98,1,"Mozilla/5.0 (Linux; Android 12; CPH2195) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,2,62,23,7,5,1,1,88,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",14772,"IT",0.85575944,4,1,5,5,1,5,6,4,3,3,4,2,1,1,3,2,3,4,2,2,4,2,2,3,3,3,2,1,1,1,2,1,2,3,3,2,2,4,7,1,5,4,4,5,2,0,8,10,10,10,10,3,4,2,5,1,1,5,2,9,"ITA",2023-02-22 13:09:01,2023-02-22 13:32:25,1404,"w6itq54",98,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36 Edg/110.0.1587.50",2,2,51,13,3,5,1,3,4,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",14960,"IT",1.2367628,1,6,8,5,5,6,4,4,3,3,3,3,3,2,2,2,3,4,3,2,3,2,4,2,2,2,3,1,1,1,4,3,2,5,4,4,4,7,7,5,3,4,7,6,5,7,7,6,7,6,5,2,3,3,4,1,1,4,3,2,"ITA",2023-02-22 10:44:14,2023-02-22 10:48:33,259,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 10; Redmi Note 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,1,27,18,7,5,3,1,6,1,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",14961,"IT",0.18394367,4,2,5,5,1,2,2,6,7,6,4,2,1,1,2,3,1,2,2,3,4,4,2,4,4,4,4,2,3,3,4,3,2,2,3,2,1,7,4,4,5,4,8,8,9,9,7,8,8,8,8,3,3,1,4,3,3,4,2,1,"ITA",2023-02-22 14:39:17,2023-02-22 14:47:00,463,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",2,1,61,23,7,5,1,1,7,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",15025,"IT",0.45976207,1,2,7,7,2,3,1,4,3,3,3,3,2,2,3,1,3,3,3,2,4,2,2,2,1,2,2,2,3,3,3,3,2,2,2,2,2,9,5,1,5,4,9,7,6,8,6,6,6,7,7,3,2,2,5,2,2,5,3,1,"ITA",2023-03-01 16:05:59,2023-03-08 12:28:16,591737,"w6itq55",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,41,18,7,5,1,2,8,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",15087,"IT",1.0582718,1,8,8,8,4,1,4,4,4,4,4,1,1,1,4,5,5,5,5,1,5,1,1,1,4,1,4,1,1,1,5,1,5,5,5,3,3,0,4,1,5,5,10,0,0,0,8,0,7,8,8,3,2,1,5,1,5,5,2,1,"ITA",2023-03-09 08:40:15,2023-03-09 09:02:13,1318,"w6itq55",100,1,"Mozilla/5.0 (Linux; U; Android 12; it-it; Redmi Note 11 Pro Build/SP1A.210812.016) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36 XiaoMi/MiuiBrowser/13.22.1-gn",1,1,60,8,2,2,5,3,2,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",15123,"IT",0.36400563,4,1,8,8,3,1,99,1,99,99,4,1,1,1,3,1,2,4,2,2,4,2,2,3,3,2,2,9,1,9,3,3,3,4,3,4,3,10,7,1,5,2,10,10,5,0,5,10,10,10,10,2,3,3,5,3,3,5,3,2,"ITA",2023-03-01 16:00:59,2023-03-01 16:20:21,1162,"w6itq55",90,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_7_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.1.2 Mobile/15E148 Safari/604.1",1,2,61,13,3,5,8,1,7,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",15129,"IT",0.4850781,8,6,3,3,7,1,1,2,2,3,4,1,1,1,2,5,1,2,2,4,4,4,2,4,4,3,3,1,1,2,2,2,1,1,4,3,2,10,6,2,5,5,6,6,7,7,7,8,8,8,8,3,3,4,5,3,3,5,3,1,"ITA",2023-02-22 10:57:34,2023-02-22 11:10:52,798,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A307FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",1,1,43,16,6,5,1,1,77,2,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",15252,"IT",3.8393807,2,4,5,8,2,3,1,5,6,5,4,2,2,1,3,3,2,2,2,2,4,3,2,3,3,4,3,2,1,3,3,2,99,2,2,2,2,9,8,1,4,5,6,4,5,4,8,7,7,9,8,3,4,1,4,2,3,4,1,1,"ITA",2023-02-22 13:35:25,2023-02-22 13:43:59,514,"w6itq55",98,1,"Mozilla/5.0 (Linux; Android 11; Lenovo TB-J606L) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",3,2,34,13,2,2,5,8,88,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",15315,"IT",0.6281984,6,8,8,8,5,5,5,5,5,5,4,1,1,1,3,1,2,2,2,4,5,4,1,4,4,3,3,1,1,1,4,3,4,4,4,3,3,6,5,4,5,5,3,5,7,7,8,10,10,10,10,3,2,2,5,2,2,5,2,1,"ITA",2023-02-22 19:03:36,2023-02-22 19:09:18,342,"w6itq55",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",1,2,29,13,4,5,1,1,4,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",15452,"IT",0.90189403,4,8,5,5,1,3,3,7,7,7,4,2,1,1,4,1,2,2,2,4,4,3,2,4,3,4,2,3,3,1,3,2,3,3,3,3,3,4,5,4,4,4,5,5,6,5,6,10,10,10,10,2,3,1,4,1,1,5,2,1,"ITA",2023-02-22 11:17:19,2023-02-22 11:27:14,595,"w6itq55",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",1,2,29,13,4,4,1,2,3,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",15487,"IT",1.311414,2,6,5,5,3,2,2,7,7,4,4,4,4,4,3,5,2,2,2,2,5,2,2,3,3,4,4,1,1,1,4,3,2,2,2,1,1,8,6,3,5,2,10,9,9,6,1,8,8,10,9,3,3,3,5,2,2,5,2,1,"ITA",2023-02-22 11:53:55,2023-02-22 12:15:26,1291,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 13; SM-A715F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,2,67,15,4,5,6,1,4,1,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",15550,"IT",0.40892822,3,8,6,6,1,6,2,5,5,5,3,2,1,2,3,2,2,4,2,2,2,2,2,3,3,4,2,1,1,3,4,4,1,1,3,2,2,10,4,4,4,3,8,7,8,9,9,9,9,9,10,3,2,2,5,3,2,5,2,2,"ITA",2023-03-08 14:01:28,2023-03-10 23:12:15,205847,"w6itq55",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",1,2,32,19,7,5,1,1,9,2,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",15552,"IT",3.513145,4,3,8,8,5,4,4,4,4,4,4,2,1,1,3,2,4,3,2,3,4,2,2,3,3,1,2,2,2,3,4,2,2,2,3,2,2,8,0,3,5,4,0,0,8,8,10,10,10,10,10,3,1,2,3,2,3,5,3,2,"ITA",2023-03-01 19:21:00,2023-03-01 19:32:22,682,"w6itq55",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",1,1,49,8,2,5,1,1,88,1,"ITC"
"CRON2W6_IT_e01","1.0","11.07.2023",15727,"IT",0.39022145,4,1,4,4,3,5,6,4,4,4,4,2,1,1,3,1,2,2,2,3,4,3,3,4,4,3,3,2,1,3,3,3,3,3,3,2,2,5,3,1,5,3,5,5,7,7,5,7,7,5,7,2,4,4,4,4,5,4,1,2,"ITA",2023-02-22 16:48:00,2023-02-22 17:09:29,1289,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A805F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,2,61,11,5,4,6,2,5,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",15977,"IT",0.3935734,4,6,8,1,1,5,3,2,2,2,4,2,1,1,3,1,2,2,2,3,3,2,2,3,3,2,2,1,1,1,3,2,4,3,4,3,2,3,2,3,4,2,5,3,8,7,6,10,8,8,9,3,4,2,5,2,1,5,2,2,"ITA",2023-03-01 16:05:51,2023-03-14 10:55:18,1104567,"w6itq55",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,48,14,5,5,1,1,8,2,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",16139,"IT",1.1314298,1,6,8,8,6,2,2,4,4,4,4,2,2,1,4,5,4,5,5,1,2,1,1,4,4,3,4,1,3,1,4,4,4,4,3,3,3,4,3,5,4,1,5,4,8,7,3,8,8,7,8,2,2,2,4,3,3,4,2,1,"ITA",2023-03-01 16:01:45,2023-03-09 16:24:22,692557,"w6itq55",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,71,13,4,4,6,1,77,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",16450,"IT",1.2116468,8,6,7,7,3,3,1,3,3,3,4,2,1,1,3,5,1,2,2,1,2,1,2,4,4,4,4,1,1,3,4,4,3,3,3,3,3,8,3,5,4,2,10,9,7,6,6,8,9,7,5,2,1,1,1,1,1,1,3,9,"ITA",2023-02-22 16:54:16,2023-02-22 17:14:01,1185,"w6itq54",98,1,"Mozilla/5.0 (Linux; U; Android 10; it-it; Redmi Note 7 Build/QKQ1.190910.002) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/100.0.4896.127 Mobile Safari/537.36 XiaoMi/MiuiBrowser/13.20.1-gn",1,1,76,13,4,5,6,3,1,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",16487,"IT",1.024221,4,5,5,5,2,3,3,6,7,7,4,1,1,1,3,2,3,2,3,2,3,3,2,1,3,1,4,2,1,1,2,1,2,3,1,1,1,0,2,2,4,2,6,8,4,8,2,5,5,5,7,2,5,2,5,5,3,5,2,2,"ITA",2023-02-24 20:28:08,2023-02-24 20:45:53,1065,"w6itq55",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",2,1,19,13,4,5,2,2,88,2,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",16585,"IT",0.37894863,1,5,8,8,4,4,4,4,4,4,4,2,1,1,3,4,4,4,4,2,4,2,2,4,4,1,1,1,1,1,3,3,3,3,3,3,3,10,3,1,3,3,5,3,7,3,10,10,10,5,10,4,5,1,5,1,1,5,2,1,"ITA",2023-02-22 10:31:37,2023-02-22 10:42:54,677,"w6itq55",100,1,"Mozilla/5.0 (Linux; Android 13; SM-G770F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,2,61,13,4,5,1,1,7,2,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",16674,"IT",0.5889504,8,3,5,8,7,7,4,7,7,7,1,4,4,3,2,5,5,5,5,1,1,1,4,1,1,4,4,1,1,1,5,5,3,5,5,5,3,2,0,3,5,4,10,10,2,4,10,5,5,5,10,3,2,2,5,2,2,5,2,2,"ITA",2023-02-22 20:09:58,2023-02-22 20:17:24,446,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,2,53,18,7,3,8,1,88,1,"ITG"
"CRON2W6_IT_e01","1.0","11.07.2023",16676,"IT",0.43511027,1,8,5,5,1,1,1,7,7,7,4,1,1,1,3,1,5,5,2,2,5,2,1,4,4,4,4,1,1,1,4,3,1,2,2,1,1,10,10,6,4,5,6,1,3,9,2,10,10,10,10,3,5,5,5,2,2,5,1,1,"ITA",2023-03-14 20:40:30,2023-03-14 20:51:10,640,"w6itq55",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36 Edg/111.0.1661.41",2,2,64,13,4,4,1,2,3,2,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",16683,"IT",0.9667809,1,8,8,8,3,6,3,2,3,3,3,2,2,1,3,5,3,3,2,2,5,3,2,2,3,3,2,1,1,1,4,3,3,4,4,3,3,5,0,1,5,5,10,7,5,7,8,10,10,10,10,2,9,2,5,2,3,5,2,1,"ITA",2023-02-22 10:51:42,2023-02-22 11:02:04,622,"w6itq55",98,1,"Mozilla/5.0 (Linux; Android 13; SM-A326B) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",1,1,64,11,3,5,6,1,7,1,"ITI"
"CRON2W6_IT_e01","1.0","11.07.2023",16773,"IT",1.3231467,6,1,8,8,1,1,1,1,1,1,4,1,1,1,3,1,2,5,4,1,1,1,2,3,4,2,1,1,1,1,3,3,3,3,3,3,3,0,2,1,5,2,8,5,7,10,10,10,10,10,10,3,3,3,3,3,1,5,3,2,"ITA",2023-02-22 11:25:41,2023-02-22 11:33:02,441,"w6itq55",100,1,"NodeJS",4,1,18,13,2,5,2,1,7,1,"ITH"
"CRON2W6_IT_e01","1.0","11.07.2023",16942,"IT",0.80010426,4,1,8,8,1,99,99,99,99,99,4,1,1,1,3,3,2,2,2,4,5,3,2,2,2,3,2,1,1,3,3,3,1,1,2,1,1,9,8,4,3,5,8,8,6,5,3,5,7,10,10,2,2,1,3,2,4,3,2,1,"ITA",2023-02-23 15:37:40,2023-02-23 15:50:01,741,"w6itq55",90,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Safari/537.36",2,2,23,16,4,5,2,2,77,1,"ITF"
"CRON2W6_IT_e01","1.0","11.07.2023",16958,"IT",0.9399412,6,1,99,8,6,99,99,99,99,99,4,2,1,1,4,2,3,5,4,3,4,2,4,4,4,1,2,3,1,1,4,2,4,4,4,5,3,8,5,1,4,4,8,0,7,7,6,8,8,7,10,3,9,9,9,9,9,5,3,2,"ITA",2023-03-01 16:12:38,2023-03-01 16:20:35,477,"w6itq55",78,1,"Mozilla/5.0 (Linux; Android 11; SAMSUNG SM-A505FN) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/20.0 Chrome/106.0.5249.126 Mobile Safari/537.36",1,2,37,13,4,4,1,3,1,1,"ITF"
