"name","edition","proddate","idno","cntry","c2weight","mode","w5q1","w5q2","w5q3","w5q4","w5q5","w5q6","w5q7","w5q8","w5q9","w5q10","w5q11","w5q12","w5q13","w5q14","w5q15","w5q16","w5q17","w5q18","w5q19","w5q20","w5q21","w5q22","w5q23","w5q24","w5q25","w5q26","w5q27","w5q28","w5q29","w5q30","w5q31","w5q32","w5q33","w5q34","w5q35","w5q36","w5q37","w5q38","w5q39","w5q40","w5q41","w5q42","w5q43","w5q44","w5q45","w5admin","w5q46","w5q47","w5q48","w5q49","w5q50","w5q51","w5q52","w5q53","w5q54","w5q55","w5q56","w5q57","w5q58","w5q69b","w5q68b","w5q67b","w5q66b","w5q69a","w5q68a","w5q67a","w5q66a","w5q65","w5q64","w5q63","w5q62","w5q61","w5q60","w5q59","w5q70","w5q71","w5q72","w5q73","w5q74","w5q75","w5q76","w5q77","w5q78","w5q79","w5q80","w5q81","w5q82","survlng","inwds","inwde","w5ininwe","w5tsinwe","w5osinwe","w5cdinwe","w5ipinwe","w5vainwe","w5scinwe","w5fwinwe","w5indur","w5tsdur","w5ostdur","w5covdur","w5incdur","w5vacdur","w5scdur","w5findur","intdur","lastansw","surveycomp","fdwrkinc","uagent","device","fl_21_do_incomegeneratingprocessa","fl_21_do_incomegeneratingprocessb","fl_25_do_surveyclimatea","fl_25_do_surveyclimateb","longitudinalfinancialwell_being_do_w5q73","longitudinalfinancialwell_being_do_w5q74","longitudinalfinancialwell_being_do_w5q75","longitudinalfinancialwell_being_do_w5q76","longitudinalfinancialwell_being_do_w5q77","longitudinalfinancialwell_being_do_w5q78","longitudinalfinancialwell_being_do_w5q79","gndr","agea","eduyrs","eisced","netusoft","mnactic","hincfel","hinctnta","region"
"CRON2W5e01","1.0","28.03.2024",12623,"BE",0.4732259,1,8,8,8,7,8,9,8,9,9,5,4,5,7,9,6,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,2,5,2,2,4,1,2,3,3,2,2,1,6,6,1,1,1,2,4,4,4,3,4,2,4,4,3,3,6,6,6,6,1,1,0,1,1,2,4,4,1,6,1,4,5,4,1,1,2,1,5,4,4,5,1,3,"DUT",2023-01-11 10:00:51,2023-02-01 12:00:18,2023-02-01 11:38:41,2023-02-01 11:45:42,2023-02-01 11:48:16,2023-02-01 11:53:54,2023-02-01 11:57:02,2023-02-01 11:58:13,2023-02-01 11:58:28,2023-02-01 12:00:01,1820270,421,154,338,188,71,15,93,1821550,"w5q84",100,1,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/56.0.2924.87 Safari/537.36 Google-PageRenderer Google (+https://developers.google.com/+/web/snippet/)",2,1,,,1,7,1,5,2,6,3,4,2,55,16,6,5,1,1,10,"BE24"
"CRON2W5e01","1.0","28.03.2024",12693,"BE",0.9062734,1,8,8,8,7,6,8,8,8,7,5,5,5,10,8,7,1,0,0,0,1,0,1,0,0,1,5,0,0,0,0,2,6,6,6,6,3,1,3,1,3,3,2,1,5,5,1,2,2,2,5,1,3,3,4,1,5,1,1,4,6,6,6,6,0,0,1,1,1,0,2,0,0,6,1,5,6,1,2,1,2,2,2,1,1,2,2,2,"DUT",2023-01-17 16:20:14,2023-01-17 16:34:45,2023-01-17 16:20:20,2023-01-17 16:22:45,2023-01-17 16:24:45,2023-01-17 16:27:41,2023-01-17 16:30:59,2023-01-17 16:32:25,2023-01-17 16:32:53,2023-01-17 16:34:25,6,145,120,176,198,86,28,92,851,"w5q84",100,1,"NodeJS",4,1,,,1,7,2,1,5,3,6,4,2,37,17,6,5,1,2,6,"BE21"
"CRON2W5e01","1.0","28.03.2024",12705,"BE",1.597198,1,9,8,8,7,7,8,9,8,7,8,4,7,8,8,2,3,2,1,0,1,4,0,1,0,9,4,0,0,0,0,2,6,3,3,3,3,1,3,3,3,2,2,1,6,6,1,1,1,2,4,6,5,5,2,3,3,4,1,4,6,6,6,6,1,1,1,1,1,3,4,4,2,6,1,5,5,2,1,4,4,2,9,9,1,3,2,3,"FRE",2023-01-25 12:30:07,2023-01-25 13:03:43,2023-01-25 12:30:56,2023-01-25 12:36:05,2023-01-25 12:41:49,2023-01-25 12:47:50,2023-01-25 12:56:24,2023-01-25 12:59:26,2023-01-25 13:00:25,2023-01-25 13:03:18,49,309,344,361,514,182,59,173,1991,"w5q84",96.20253,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/109.0",2,1,,1,,7,4,6,5,1,2,3,2,72,19,6,5,6,2,6,"BE35"
"CRON2W5e01","1.0","28.03.2024",12712,"BE",0.6750138,1,8,9,9,7,6,9,8,8,7,9,3,5,10,10,3,3,1,0,0,0,2,0,0,0,7,2,0,0,3,0,5,4,2,4,2,5,1,1,1,4,2,2,1,6,6,1,2,1,2,1,4,3,4,3,2,5,4,2,2,1,1,1,1,6,6,6,6,2,0,4,3,4,6,1,6,6,1,4,5,1,2,2,2,3,2,2,4,"DUT",2023-01-12 19:50:14,2023-01-12 20:10:27,2023-01-12 19:50:43,2023-01-12 19:53:08,2023-01-12 19:56:04,2023-01-12 19:59:46,2023-01-12 20:07:02,2023-01-12 20:08:45,2023-01-12 20:09:05,2023-01-12 20:10:14,29,145,176,222,436,103,20,69,1200,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,1,,1,,7,1,3,4,2,6,5,2,27,18,7,5,1,2,3,"BE24"
"CRON2W5e01","1.0","28.03.2024",12768,"BE",0.72292817,1,9,9,10,8,9,9,9,9,9,10,6,5,10,8,10,2,1,1,3,1,3,2,1,2,1,3,0,0,0,0,6,3,7,1,1,3,1,3,3,2,1,2,1,7,6,1,1,2,2,6,6,7,3,3,3,3,3,3,2,6,6,6,6,1,1,1,0,1,0,4,4,0,6,1,6,5,4,1,1,2,1,1,2,5,2,1,2,"DUT",2023-01-18 11:35:53,2023-01-23 12:48:29,2023-01-23 12:39:19,2023-01-23 12:40:39,2023-01-23 12:42:12,2023-01-23 12:44:08,2023-01-23 12:45:59,2023-01-23 12:46:43,2023-01-23 12:47:17,2023-01-23 12:48:18,435806,80,93,116,111,44,34,61,436345,"w5q84",100,1,"Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)",4,1,,,1,7,3,1,4,6,5,2,2,51,19,7,5,1,1,10,"BE21"
"CRON2W5e01","1.0","28.03.2024",12819,"BE",0.9565559,1,9,5,8,10,7,7,8,7,8,9,6,9,8,10,5,0,0,0,1,0,2,2,2,2,3,1,0,0,0,0,7,3,5,2,9,6,2,2,3,3,3,1,1,7,3,2,1,1,2,7,6,6,4,2,3,3,4,3,3,1,1,1,1,6,6,6,6,2,2,2,2,2,6,1,4,7,5,1,1,1,1,5,4,1,5,3,3,"FRE",2023-01-15 17:58:40,2023-01-15 18:30:21,2023-01-15 17:58:55,2023-01-15 18:04:51,2023-01-15 18:07:12,2023-01-15 18:17:04,2023-01-15 18:21:35,2023-01-15 18:28:21,2023-01-15 18:28:40,2023-01-15 18:30:07,15,356,141,592,271,406,19,87,1887,"w5q84",98.73418,1,"NodeJS",4,,1,1,,7,2,4,6,5,1,3,2,37,15,6,5,1,1,3,"BE10"
"CRON2W5e01","1.0","28.03.2024",12824,"BE",3.430995,1,8,8,7,7,8,9,9,9,9,9,5,7,10,10,10,3,1,1,0,1,1,0,0,0,1,1,0,0,0,0,4,2,5,6,5,3,1,2,2,3,2,1,1,5,6,1,9,9,3,4,2,6,4,4,3,3,3,3,3,1,1,0,1,6,6,6,6,2,0,3,2,4,6,1,4,5,1,1,2,3,1,1,2,1,2,1,3,"FRE",2023-01-11 19:27:05,2023-01-11 19:54:00,2023-01-11 19:27:54,2023-01-11 19:32:08,2023-01-11 19:35:55,2023-01-11 19:40:09,2023-01-11 19:48:50,2023-01-11 19:51:13,2023-01-11 19:51:32,2023-01-11 19:53:17,49,254,227,254,521,143,19,105,1572,"w5q84",97.46835,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6 Safari/605.1.15",2,1,,1,,7,4,6,1,3,5,2,2,18,12,4,5,4,2,88,"BE32"
"CRON2W5e01","1.0","28.03.2024",12854,"BE",0.476455,1,9,9,8,6,6,6,6,5,5,7,7,6,7,7,6,1,1,1,1,1,1,0,0,9,7,3,1,0,1,0,2,4,5,3,3,3,1,5,5,3,3,2,1,6,6,1,1,1,2,5,6,5,3,3,1,5,4,4,4,0,1,1,1,6,6,6,6,2,4,4,4,0,6,1,5,5,1,5,1,2,2,1,1,1,3,1,2,"DUT",2023-02-01 19:49:16,2023-02-01 20:09:32,2023-02-01 19:49:20,2023-02-01 19:52:09,2023-02-01 19:55:02,2023-02-01 20:00:12,2023-02-01 20:04:31,2023-02-01 20:06:19,2023-02-01 20:06:50,2023-02-01 20:09:04,4,169,173,310,259,108,31,134,1188,"w5q84",98.73418,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.70",2,1,,1,,7,6,2,3,5,4,1,2,58,15,6,5,5,1,4,"BE21"
"CRON2W5e01","1.0","28.03.2024",12868,"BE",0.7748278,1,8,8,9,7,8,10,10,7,7,5,10,7,10,8,5,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,7,6,5,1,3,1,3,3,1,1,1,1,6,6,2,3,3,3,5,5,5,4,5,2,4,3,1,1,6,6,6,6,0,1,1,1,1,0,4,4,0,6,1,5,4,3,2,2,1,2,5,4,4,5,2,3,"DUT",2023-01-25 12:10:36,2023-01-25 12:26:18,2023-01-25 12:10:44,2023-01-25 12:12:12,2023-01-25 12:18:42,2023-01-25 12:20:53,2023-01-25 12:23:33,2023-01-25 12:24:25,2023-01-25 12:24:54,2023-01-25 12:26:07,8,88,390,131,160,52,29,73,931,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,,1,1,,7,2,4,1,3,5,6,1,41,20,7,5,1,1,9,"BE21"
"CRON2W5e01","1.0","28.03.2024",12883,"BE",0.45305058,1,9,8,9,8,6,6,5,8,8,8,9,9,8,9,8,2,1,5,5,5,1,1,0,0,7,6,2,0,5,0,2,5,3,5,2,3,1,4,4,3,3,1,1,7,6,1,1,1,2,7,6,6,4,2,3,3,4,3,4,0,1,0,1,6,6,6,6,2,4,4,4,0,6,1,6,7,3,4,1,4,2,2,3,1,3,4,2,"DUT",2023-01-11 13:10:11,2023-01-11 13:35:05,2023-01-11 13:10:33,2023-01-11 13:14:09,2023-01-11 13:18:00,2023-01-11 13:23:05,2023-01-11 13:27:51,2023-01-11 13:30:00,2023-01-11 13:30:47,2023-01-11 13:34:42,22,216,231,305,286,129,47,235,1471,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,1,,,1,7,4,1,6,3,2,5,2,63,16,6,4,6,1,9,"BE23"
"CRON2W5e01","1.0","28.03.2024",12925,"BE",0.42083094,1,8,8,8,7,7,8,8,7,7,8,2,9,7,9,6,1,1,1,1,1,0,1,1,1,1,2,0,0,0,0,2,4,5,3,3,4,1,2,3,2,2,2,1,6,6,1,2,3,3,3,3,4,3,3,3,3,3,3,2,0,0,0,0,6,6,6,6,2,4,4,4,0,6,1,7,7,4,2,1,2,2,2,2,2,3,2,3,"DUT",2023-02-04 11:58:50,2023-02-04 12:15:07,2023-02-04 11:58:57,2023-02-04 12:00:55,2023-02-04 12:03:43,2023-02-04 12:07:11,2023-02-04 12:11:01,2023-02-04 12:13:01,2023-02-04 12:13:24,2023-02-04 12:14:51,7,118,168,208,230,120,23,87,961,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Safari/605.1.15",2,1,,1,,7,1,3,2,5,4,6,1,42,17,6,5,1,1,8,"BE31"
"CRON2W5e01","1.0","28.03.2024",12969,"BE",0.4820135,1,8,8,7,6,6,7,8,0,7,6,6,7,7,0,99,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,9,9,9,9,9,9,6,6,6,6,6,6,6,6,9,9,9,9,9,6,9,9,9,9,9,9,9,9,9,9,9,9,9,9,"DUT",2023-01-24 16:57:13,2023-01-25 14:20:33,2023-01-24 16:57:22,2023-01-25 12:23:24,2023-01-25 14:18:38,2023-01-25 14:19:13,2023-01-25 14:19:54,2023-01-25 14:20:04,2023-01-25 14:20:11,2023-01-25 14:20:27,9,69962,6914,35,41,10,7,16,76994,"w5q14",17.72152,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,1,,1,,7,6,3,2,1,4,5,1,73,17,6,5,6,2,4,"BE23"
"CRON2W5e01","1.0","28.03.2024",12971,"BE",0.94057477,1,8,4,4,2,6,6,8,8,4,8,2,4,2,6,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,1,3,6,2,3,1,2,3,4,3,1,1,7,7,1,3,1,2,5,4,5,4,2,3,3,5,3,2,1,1,1,0,6,6,6,6,2,0,0,0,0,0,0,5,6,1,1,3,1,1,3,2,5,2,4,2,"FRE",2023-01-11 13:38:50,2023-01-11 13:57:03,2023-01-11 13:38:55,2023-01-11 13:40:59,2023-01-11 13:44:22,2023-01-11 13:49:24,2023-01-11 13:53:12,2023-01-11 13:55:14,2023-01-11 13:55:35,2023-01-11 13:56:47,5,124,203,302,228,122,21,72,1077,"w5q84",100,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36",2,1,,1,,7,4,6,1,2,3,5,2,23,17,4,5,2,1,7,"BE33"
"CRON2W5e01","1.0","28.03.2024",12987,"BE",4.359601,1,8,7,6,7,7,5,8,7,3,7,1,5,5,8,2,3,1,1,1,1,0,0,0,0,1,6,0,0,1,1,3,2,4,6,6,3,1,3,2,4,2,1,1,5,5,1,1,1,1,4,3,4,5,2,1,2,5,3,2,1,1,1,0,6,6,6,6,2,2,4,1,4,6,1,3,5,6,5,3,5,1,1,1,1,2,2,2,"FRE",2023-02-01 11:49:45,2023-02-01 12:59:35,2023-02-01 11:51:08,2023-02-01 12:00:20,2023-02-01 12:15:12,2023-02-01 12:38:53,2023-02-01 12:49:16,2023-02-01 12:53:38,2023-02-01 12:54:53,2023-02-01 12:58:54,83,552,892,1421,623,262,75,241,4149,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36 Edg/109.0.1518.70",2,1,,,1,7,6,4,1,3,2,5,1,63,11,2,3,4,2,1,"BE32"
"CRON2W5e01","1.0","28.03.2024",12989,"BE",0.65577555,1,7,7,5,5,6,7,7,8,6,4,4,4,7,6,3,2,2,3,1,4,4,1,2,1,7,3,0,0,0,0,5,2,4,4,5,3,1,1,1,2,1,1,1,5,4,2,1,1,2,4,4,4,4,2,3,2,4,3,4,6,6,6,6,1,1,1,1,1,4,1,0,0,6,1,5,7,1,4,3,4,4,2,3,1,3,2,3,"FRE",2023-01-18 12:40:41,2023-01-18 13:26:09,2023-01-18 12:41:03,2023-01-18 12:48:14,2023-01-18 12:54:15,2023-01-18 13:00:41,2023-01-18 13:13:34,2023-01-18 13:18:36,2023-01-18 13:20:00,2023-01-18 13:25:48,22,431,361,386,773,302,84,348,2707,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 7.1.1; Nexus 6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Mobile Safari/537.36",1,,1,,1,7,6,1,3,2,4,5,2,68,14,4,5,6,3,4,"BE33"
"CRON2W5e01","1.0","28.03.2024",13005,"BE",0.5639908,1,7,7,7,8,8,8,6,7,7,7,4,7,10,8,5,4,3,2,1,2,3,1,1,0,3,1,0,0,0,0,3,4,3,4,5,3,1,3,3,3,2,1,1,6,7,2,2,1,2,5,5,6,3,4,3,4,4,3,3,1,1,0,0,6,6,6,6,2,1,3,1,0,6,1,6,6,2,1,1,1,1,3,1,3,4,2,3,"DUT",2023-01-12 19:43:34,2023-01-12 19:54:51,2023-01-12 19:43:39,2023-01-12 19:45:15,2023-01-12 19:47:06,2023-01-12 19:49:28,2023-01-12 19:52:13,2023-01-12 19:53:04,2023-01-12 19:53:35,2023-01-12 19:54:42,5,96,111,142,165,51,31,67,668,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/109.0.0.0 Safari/537.36",2,,1,1,,7,6,5,1,4,2,3,2,50,17,7,5,1,1,4,"BE24"
"CRON2W5e01","1.0","28.03.2024",13020,"BE",0.772532,1,6,6,6,6,6,6,6,6,6,7,5,5,5,8,5,3,3,3,2,2,1,1,1,1,2,4,2,1,1,0,4,2,4,3,3,3,1,2,2,3,3,1,1,5,5,2,2,1,2,5,4,4,3,3,3,3,3,3,3,9,1,1,1,6,6,6,6,2,2,3,1,2,6,1,4,6,4,2,1,4,2,1,1,1,3,2,2,"DUT",2023-01-18 14:36:21,2023-01-18 15:03:44,2023-01-18 14:36:28,2023-01-18 14:39:16,2023-01-18 14:42:42,2023-01-18 14:49:40,2023-01-18 14:58:01,2023-01-18 15:00:33,2023-01-18 15:01:11,2023-01-18 15:03:15,7,168,206,418,501,152,38,124,1614,"w5q84",100,1,"Mozilla/5.0 (Linux; Android 13; SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.4951.41 Mobile Safari/537.36 (Ecosia android@101.0.4951.41)",1,,1,1,,7,4,5,6,1,3,2,2,55,14,5,5,1,3,8,"BE24"
"CRON2W5e01","1.0","28.03.2024",13030,"BE",1.225263,1,8,6,6,6,6,8,5,6,6,5,3,5,5,8,2,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,2,5,3,2,2,3,2,2,2,2,4,1,1,6,6,1,3,2,2,2,2,5,5,3,3,3,3,2,2,1,1,1,0,6,6,6,6,2,1,3,0,0,6,1,3,4,3,2,3,2,1,2,3,1,3,3,2,"FRE",2023-01-13 08:22:52,2023-01-13 09:07:10,2023-01-13 08:22:58,2023-01-13 08:32:18,2023-01-13 08:35:45,2023-01-13 08:41:48,2023-01-13 08:53:49,2023-01-13 09:00:45,2023-01-13 09:01:27,2023-01-13 09:06:45,6,560,207,363,721,416,42,318,2633,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/90.0.4421.0 Safari/537.36",2,1,,,1,7,2,4,6,1,3,5,2,48,12,2,5,1,2,6,"BE35"
"CRON2W5e01","1.0","28.03.2024",13127,"BE",1.158804,1,0,5,5,99,99,99,5,99,7,5,6,99,5,5,6,0,1,0,9,0,1,1,0,0,0,4,9,9,0,0,4,1,4,3,4,2,5,3,4,4,4,4,9,7,7,1,1,9,3,9,3,9,5,1,3,3,5,1,9,9,1,9,9,6,6,6,6,2,9,4,9,9,6,1,3,3,1,4,1,4,1,1,9,1,9,2,2,"FRE",2023-01-16 16:15:56,2023-01-16 16:41:09,2023-01-16 16:16:13,2023-01-16 16:20:02,2023-01-16 16:22:57,2023-01-16 16:30:14,2023-01-16 16:35:03,2023-01-16 16:37:17,2023-01-16 16:38:14,2023-01-16 16:40:48,17,229,175,437,289,134,57,154,1492,"w5q84",77.21519,1,"Mozilla/5.0 (Linux; Android 9; ANE-LX1; HMSCore 6.9.0.301; GMSCore 22.50.14) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.105 HuaweiBrowser/12.1.3.304 Mobile Safari/537.36",1,1,,,1,7,6,1,4,3,5,2,2,57,12,3,2,5,4,2,"BE33"
"CRON2W5e01","1.0","28.03.2024",13141,"BE",1.3669534,1,5,5,5,5,3,5,5,5,5,7,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,2,2,6,1,3,3,3,3,1,1,5,5,2,2,2,2,7,3,3,4,4,3,3,1,1,1,0,1,0,0,6,6,6,6,2,0,0,0,0,6,1,5,6,1,1,1,2,1,2,5,4,2,2,3,"FRE",2023-01-12 15:59:58,2023-01-17 15:01:21,2023-01-17 14:49:12,2023-01-17 14:50:55,2023-01-17 14:52:16,2023-01-17 14:54:46,2023-01-17 14:57:42,2023-01-17 14:59:11,2023-01-17 14:59:35,2023-01-17 15:01:06,427754,103,81,150,176,89,24,91,428468,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 15_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.1 Mobile/15E148 Safari/604.1",1,,1,1,,7,5,2,1,4,6,3,2,23,15,4,5,1,1,5,"BE10"
"CRON2W5e01","1.0","28.03.2024",13170,"BE",0.62467086,1,8,5,5,8,5,8,6,8,8,4,6,99,9,7,99,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,7,2,4,6,3,3,1,2,2,2,2,2,1,3,9,1,9,2,3,2,5,4,3,3,2,3,3,3,3,1,1,0,0,6,6,6,6,2,0,0,0,0,6,1,3,5,2,2,1,2,1,3,1,2,3,2,3,"FRE",2023-01-23 16:36:45,2023-01-23 16:55:48,2023-01-23 16:37:19,2023-01-23 16:40:35,2023-01-23 16:43:49,2023-01-23 16:47:43,2023-01-23 16:51:40,2023-01-23 16:53:26,2023-01-23 16:53:54,2023-01-23 16:55:31,34,196,194,234,237,106,28,97,1126,"w5q84",94.93671,1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A515F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,1,,,1,7,6,2,1,5,3,4,2,55,19,6,5,1,2,6,"BE33"
"CRON2W5e01","1.0","28.03.2024",13338,"BE",0.5794128,1,9,8,9,9,7,9,8,7,8,10,6,10,10,10,10,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,2,4,3,1,1,6,1,1,1,2,1,1,1,5,6,1,2,2,3,5,3,5,2,3,3,3,4,4,3,6,6,6,6,0,1,0,0,1,1,1,0,1,6,1,7,5,1,1,1,1,1,5,5,4,3,3,4,"DUT",2023-01-11 11:46:04,2023-01-11 12:19:09,2023-01-11 11:50:23,2023-01-11 11:53:42,2023-01-11 12:04:41,2023-01-11 12:10:48,2023-01-11 12:16:15,2023-01-11 12:17:25,2023-01-11 12:17:49,2023-01-11 12:18:56,259,199,659,367,327,70,24,67,1972,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:108.0) Gecko/20100101 Firefox/108.0",2,1,,,1,7,1,2,4,5,6,3,1,34,16,6,5,1,1,9,"BE21"
"CRON2W5e01","1.0","28.03.2024",13340,"BE",0.9102869,1,7,8,9,7,7,9,10,7,8,10,8,8,10,9,6,1,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,2,4,1,1,3,1,1,1,1,3,1,1,6,6,1,1,2,2,5,5,5,2,3,3,5,3,2,2,6,6,6,6,1,1,1,0,1,1,3,4,0,6,1,4,6,4,1,1,2,2,3,3,3,3,2,3,"DUT",2023-01-16 18:01:42,2023-01-16 18:24:41,2023-01-16 18:01:50,2023-01-16 18:05:39,2023-01-16 18:08:57,2023-01-16 18:13:29,2023-01-16 18:19:30,2023-01-16 18:21:21,2023-01-16 18:21:58,2023-01-16 18:23:56,8,229,198,272,361,111,37,118,1334,"w5q84",100,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/108.0.5359.112 Mobile/15E148 Safari/604.1",1,1,,1,,7,5,4,1,6,3,2,1,41,13,5,5,1,1,9,"BE21"
"CRON2W5e01","1.0","28.03.2024",13423,"BE",0.589634,1,7,6,6,6,7,7,5,7,6,5,6,7,8,5,6,2,2,2,2,2,3,3,2,2,4,4,4,1,2,1,5,3,3,4,2,3,1,4,4,3,2,2,1,5,5,1,2,1,3,5,4,4,3,3,2,4,3,3,4,1,1,1,1,6,6,6,6,2,3,3,3,3,6,1,6,6,2,2,1,3,1,4,3,3,3,2,4,"DUT",2023-01-14 20:13:06,2023-01-14 20:39:08,2023-01-14 20:13:31,2023-01-14 20:17:20,2023-01-14 20:21:21,2023-01-14 20:27:06,2023-01-14 20:31:58,2023-01-14 20:35:04,2023-01-14 20:36:07,2023-01-14 20:38:36,25,229,241,345,292,186,63,149,1530,"w5q84",100,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.5359.125 Safari/537.36",2,1,,,1,7,4,1,6,2,5,3,1,58,12,4,4,1,2,5,"BE21"
"CRON2W5e01","1.0","28.03.2024",13432,"BE",0.48220953,1,9,9,9,8,8,8,9,8,8,8,5,8,99,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,2,5,1,2,3,2,2,2,1,6,6,1,1,1,2,2,4,6,3,3,3,3,4,4,4,6,6,6,6,0,1,0,1,1,0,4,4,0,6,1,7,6,2,1,1,1,1,2,2,2,3,2,2,"DUT",2023-01-11 10:04:42,2023-01-11 10:20:32,2023-01-11 10:04:53,2023-01-11 10:08:04,2023-01-11 10:09:53,2023-01-11 10:12:59,2023-01-11 10:16:07,2023-01-11 10:17:53,2023-01-11 10:18:15,2023-01-11 10:20:12,11,191,109,186,188,106,22,117,930,"w5q84",98.73418,1,"Mozilla/5.0 (Linux; Android 13; SAMSUNG SM-A536B) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/19.0 Chrome/102.0.5005.125 Mobile Safari/537.36",1,1,,,1,7,4,5,6,2,1,3,1,64,15,6,5,6,1,8,"BE23"
"CRON2W5e01","1.0","28.03.2024",13548,"BE",0.8049121,1,5,8,7,99,6,8,8,7,6,7,3,5,8,6,6,1,1,0,1,1,0,1,0,1,7,0,0,0,0,0,2,6,7,1,1,3,1,4,4,3,2,1,1,7,6,1,2,1,2,6,6,6,3,3,3,4,4,4,4,0,1,0,1,6,6,6,6,2,4,4,4,0,6,1,7,7,3,1,1,1,1,5,4,4,3,2,3,"DUT",2023-01-13 11:18:29,2023-01-13 11:42:42,2023-01-13 11:18:33,2023-01-13 11:23:31,2023-01-13 11:27:24,2023-01-13 11:31:34,2023-01-13 11:38:03,2023-01-13 11:40:00,2023-01-13 11:40:33,2023-01-13 11:42:25,4,298,233,250,389,117,33,112,1436,"w5q84",98.73418,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Safari/605.1.15",2,1,,1,,7,1,3,6,5,4,2,2,59,12,4,5,1,1,8,"BE23"
